drug_name,reaction,n,total_drug,total_reaction,ror,pct_of_drug
Ибупрофен,Метеоризм,3,84,234,1.1602512289814362,3.571428571428571
Сертралин,Брадикардия,1,37,224,1.1601544543532223,2.7027027027027026
Метилдопа,Брадикардия,1,37,224,1.1601544543532223,2.7027027027027026
Этосуксимид,Анемия,2,75,187,1.1569209894200267,2.666666666666667
Индапамид,Головная боль,1,37,225,1.1548036733075022,2.7027027027027026
Миноксидил,Метеоризм,2,60,234,1.153846153846154,3.3333333333333335
Дулоксетин,Метеоризм,2,60,234,1.153846153846154,3.3333333333333335
Правастатин,Аллергические реакции,2,71,198,1.1537335017482198,2.8169014084507045
Периндоприл,Аллергические реакции,2,71,198,1.1537335017482198,2.8169014084507045
Трандолаприл,Гиперкалиемия,2,67,210,1.1522690244750764,2.9850746268656714
Спиронолактон,Нарушение зрения,1,38,220,1.1503416856492026,2.631578947368421
Транилципромин,Нарушение зрения,1,38,220,1.1503416856492026,2.631578947368421
Сертралин,Диарея,1,37,226,1.1495003492998817,2.7027027027027026
Миноксидил,Усталость,2,60,235,1.1487216091070482,3.3333333333333335
Фондапаринукс,Сонливость,3,76,261,1.1486598507875103,3.9473684210526314
Эсциталопрам,Анемия,1,45,187,1.1456155676717776,2.2222222222222223
Аторвастатин,Изжога,2,64,221,1.1456036446469249,3.125
Спиронолактон,Изжога,1,38,221,1.1449433106575964,2.631578947368421
Верапамил,Тромбоцитопения,2,61,232,1.1444794837674765,3.278688524590164
Сертралин,Лейкопения,1,37,227,1.1442438537603195,2.7027027027027026
Индапамид,Лейкопения,1,37,227,1.1442438537603195,2.7027027027027026
Дулоксетин,Желудочно-кишечные расстройства,2,60,236,1.1436407705064422,3.3333333333333335
Флуоксетин,Тромбоцитопения,3,86,232,1.1423297196456759,3.488372093023256
Альфузозин,Миалгия,1,39,216,1.1418025130322114,2.564102564102564
Вортиоксетин,Повышение печёночных ферментов,2,70,203,1.1408052743112786,2.857142857142857
Омепразол,Повышение печёночных ферментов,2,70,203,1.1408052743112786,2.857142857142857
Ацетилсалициловая кислота,Головокружение,2,69,206,1.1403604093090645,2.898550724637681
Пароксетин,Головокружение,2,69,206,1.1403604093090645,2.898550724637681
Аторвастатин,Тошнота,2,64,222,1.1402267573696145,3.125
Спиронолактон,Тошнота,1,38,222,1.1395936794582393,2.631578947368421
Спиронолактон,Гипотензия,1,38,222,1.1395936794582393,2.631578947368421
Моклобемид,Запор,2,66,216,1.1364991597549736,3.0303030303030303
Цефтриаксон,Миалгия,2,66,216,1.1364991597549736,3.0303030303030303
Аторвастатин,Нарушение вкуса,2,64,223,1.1348984198645597,3.125
Спиронолактон,Нарушение вкуса,1,38,223,1.1342921348314607,2.631578947368421
Парацетамол,Метеоризм,3,86,234,1.132098653664593,3.488372093023256
Бисопролол,Аллергические реакции,1,43,198,1.1311094564408042,2.3255813953488373
Варфарин,Сыпь,2,58,247,1.1294450552421462,3.4482758620689653
Эдоксабан,Усталость,2,61,235,1.1292354200780956,3.278688524590164
Спиронолактон,Брадикардия,1,38,224,1.1290380313199107,2.631578947368421
Лозартан,Лейкопения,3,89,227,1.1276310877093605,3.3707865168539324
Никорандил,Сонливость,2,55,261,1.1264473376190733,3.6363636363636362
Моклобемид,Тахикардия,2,66,218,1.1256422650697315,3.0303030303030303
Карведилол,Тромбоцитопения,2,62,232,1.1253831949947115,3.225806451612903
Лоразепам,Тромбоцитопения,2,62,232,1.1253831949947115,3.225806451612903
Пропранолол,Сыпь,3,82,247,1.1242170518707155,3.6585365853658534
Молсидомин,Гипогликемия,2,74,195,1.123139980397398,2.7027027027027026
Парацетамол,Желудочно-кишечные расстройства,3,86,236,1.1220428521971046,3.488372093023256
Лизиноприл,Аллергические реакции,2,73,198,1.121105357746579,2.73972602739726
Альфузозин,Нарушение зрения,1,39,220,1.1202851817885986,2.564102564102564
Трандолаприл,Миалгия,2,67,216,1.1189700884357374,2.9850746268656714
Рамиприл,Запор,2,67,216,1.1189700884357374,2.9850746268656714
Эпросартан,Запор,2,67,216,1.1189700884357374,2.9850746268656714
Сертралин,Тромбоцитопения,1,37,232,1.1186425633894495,2.7027027027027026
Метилдопа,Тромбоцитопения,1,37,232,1.1186425633894495,2.7027027027027026
Ацетилсалициловая кислота,Гиперкалиемия,2,69,210,1.1177724487077003,2.898550724637681
Моклобемид,Нарушение зрения,2,66,220,1.114984123605272,3.0303030303030303
Фуросемид,Повышение креатинина,2,67,217,1.1136005384247534,2.9850746268656714
Гепарин,Повышение креатинина,2,67,217,1.1136005384247534,2.9850746268656714
Азитромицин,Сухость во рту,1,51,170,1.1126785244896171,1.9607843137254901
Амилорид,Сухость во рту,1,51,170,1.1126785244896171,1.9607843137254901
Метопролол,Усталость,2,62,235,1.1103934025872901,3.225806451612903
Пропранолол,Бессонница,3,82,250,1.1100565402452194,3.6585365853658534
Альфузозин,Тошнота,1,39,222,1.1098179472897305,2.564102564102564
Альфузозин,Отёки,1,39,222,1.1098179472897305,2.564102564102564
Небиволол,Изжога,2,66,221,1.1097278875527539,3.0303030303030303
Моклобемид,Изжога,2,66,221,1.1097278875527539,3.0303030303030303
Рамелтеон,Сыпь,2,59,247,1.1096254316833436,3.389830508474576
Флуоксетин,Сухость во рту,2,86,170,1.1088968096500622,2.3255813953488373
Парацетамол,Сухость во рту,2,86,170,1.1088968096500622,2.3255813953488373
Индапамид,Метеоризм,1,37,234,1.1087090434425508,2.7027027027027026
Сертралин,Метеоризм,1,37,234,1.1087090434425508,2.7027027027027026
Гепарин,Тахикардия,2,67,218,1.1082805916471272,2.9850746268656714
Этосуксимид,Гипогликемия,2,75,195,1.107683383430892,2.666666666666667
Правастатин,Головокружение,2,71,206,1.1071924856203057,2.8169014084507045
Венлафаксин,Сонливость,2,56,261,1.1056018101147231,3.571428571428571
Молсидомин,Аллергические реакции,2,74,198,1.1054663507940687,2.7027027027027026
Азилсартан,Тошнота,2,66,222,1.1045193271106892,3.0303030303030303
Омепразол,Гиперкалиемия,2,70,210,1.101279560293371,2.857142857142857
Вортиоксетин,Гиперкалиемия,2,70,210,1.101279560293371,2.857142857142857
Топирамат,Головная боль,3,92,225,1.0994538949218504,3.260869565217391
Эпросартан,Нарушение зрения,2,67,220,1.097786783586913,2.9850746268656714
Гепарин,Нарушение зрения,2,67,220,1.097786783586913,2.9850746268656714
Рамиприл,Нарушение зрения,2,67,220,1.097786783586913,2.9850746268656714
Атенолол,Миалгия,3,96,216,1.0976593319891295,3.125
Теразозин,Гипогликемия,1,45,195,1.0971086912567516,2.2222222222222223
Леветирацетам,Кашель,1,45,195,1.0971086912567516,2.2222222222222223
Теразозин,Кашель,1,45,195,1.0971086912567516,2.2222222222222223
Тразодон,Кашель,1,45,195,1.0971086912567516,2.2222222222222223
Дексаметазон,Анемия,1,47,187,1.0959958488281587,2.127659574468085
Дипиридамол,Анемия,1,47,187,1.0959958488281587,2.127659574468085
Ирбесартан,Анемия,1,47,187,1.0959958488281587,2.127659574468085
Ривароксабан,Шум в ушах,2,70,211,1.0958486490253123,2.857142857142857
Омепразол,Шум в ушах,2,70,211,1.0958486490253123,2.857142857142857
Рамелтеон,Бессонница,2,59,250,1.0957046627591638,3.389830508474576
Эналаприл,Бессонница,2,59,250,1.0957046627591638,3.389830508474576
Альфузозин,Головная боль,1,39,225,1.0944667804355999,2.564102564102564
Азилсартан,Брадикардия,2,66,224,1.0942426617890428,3.0303030303030303
Моклобемид,Брадикардия,2,66,224,1.0942426617890428,3.0303030303030303
Фондапаринукс,Кашель,2,76,195,1.0926417286648284,2.631578947368421
Лозартан,Метеоризм,3,89,234,1.0923107654277833,3.3707865168539324
Эзетимиб,Головокружение,2,72,206,1.0913142242799425,2.7777777777777777
Аторвастатин,Тромбоцитопения,2,64,232,1.0890238611713667,3.125
Спиронолактон,Тромбоцитопения,1,38,232,1.0886393088552915,2.631578947368421
Эпросартан,Тошнота,2,67,222,1.0874833393917362,2.9850746268656714
Рамиприл,Гипотензия,2,67,222,1.0874833393917362,2.9850746268656714
Эпросартан,Гипотензия,2,67,222,1.0874833393917362,2.9850746268656714
Рамиприл,Отёки,2,67,222,1.0874833393917362,2.9850746268656714
Фуросемид,Гипотензия,2,67,222,1.0874833393917362,2.9850746268656714
Атенолол,Тахикардия,3,96,218,1.0871248309490427,3.125
Ацетилсалициловая кислота,Запор,2,69,216,1.0854700854700854,2.898550724637681
Периндоприл,Гиперкалиемия,2,71,210,1.0852612873729792,2.8169014084507045
Альфузозин,Лейкопения,1,39,227,1.084458587769846,2.564102564102564
Цефтриаксон,Диарея,2,66,226,1.0841490996357108,3.0303030303030303
Небиволол,Диарея,2,66,226,1.0841490996357108,3.0303030303030303
Кандесартан,Сыпь,3,85,247,1.0828158889508583,3.5294117647058822
Трандолаприл,Нарушение вкуса,2,67,223,1.0824013923112712,2.9850746268656714
Эпросартан,Нарушение вкуса,2,67,223,1.0824013923112712,2.9850746268656714
Теразозин,Аллергические реакции,1,45,198,1.0799317309059877,2.2222222222222223
Тразодон,Аллергические реакции,1,45,198,1.0799317309059877,2.2222222222222223
Периндоприл,Шум в ушах,2,71,211,1.0799093422159647,2.8169014084507045
Аторвастатин,Метеоризм,2,64,234,1.0793118279569893,3.125
Моклобемид,Лейкопения,2,66,227,1.0791694597707076,3.0303030303030303
